,Date,Open,High,Low,Close,Adj Close,Volume
0,"Nov 2, 2024",0.999528,1.000078,0.999407,0.999641,0.999641,"68,466,413,568"
1,"Oct 31, 2024",0.999596,1.000572,0.998211,0.998623,0.998623,"67,445,977,914"
2,"Oct 30, 2024",0.999712,1.000788,0.998488,0.999632,0.999632,"69,142,436,437"
3,"Oct 29, 2024",0.999333,1.000320,0.998754,0.999729,0.999729,"87,586,242,107"
4,"Oct 28, 2024",0.998694,1.000287,0.998287,0.999305,0.999305,"66,855,500,410"
5,"Oct 27, 2024",0.998853,0.999606,0.998327,0.998745,0.998745,"34,453,667,355"
6,"Oct 26, 2024",0.997953,1.000049,0.997837,0.998722,0.998722,"44,076,956,725"
7,"Oct 25, 2024",0.999531,1.000179,0.996926,0.998163,0.998163,"78,091,841,017"
8,"Oct 24, 2024",0.999010,0.999964,0.998534,0.999507,0.999507,"57,614,263,583"
9,"Oct 23, 2024",0.999351,1.000183,0.998366,0.999194,0.999194,"60,689,585,382"
10,"Oct 22, 2024",0.999734,1.000534,0.998958,0.999388,0.999388,"58,886,789,137"
11,"Oct 21, 2024",0.999691,1.000498,0.999042,0.999833,0.999833,"66,839,777,317"
12,"Oct 20, 2024",0.999967,1.000343,0.999263,0.999702,0.999702,"45,409,324,314"
13,"Oct 19, 2024",0.999910,1.000206,0.999238,0.999949,0.999949,"32,490,132,300"
14,"Oct 18, 2024",0.999686,1.000595,0.999141,0.999908,0.999908,"59,487,210,585"
15,"Oct 17, 2024",0.999845,1.000766,0.999250,0.999683,0.999683,"55,057,801,321"
16,"Oct 16, 2024",0.999793,1.000829,0.999366,0.999835,0.999835,"63,169,854,723"
17,"Oct 15, 2024",0.999548,1.001132,0.999203,0.999808,0.999808,"83,963,242,850"
18,"Oct 14, 2024",0.999548,1.000554,0.998138,0.999503,0.999503,"73,645,211,355"
19,"Oct 13, 2024",0.999755,1.000836,0.999315,0.999557,0.999557,"36,960,774,632"
20,"Oct 12, 2024",0.999742,1.001143,0.999421,0.999757,0.999757,"35,944,351,076"
21,"Oct 11, 2024",0.999225,1.000757,0.998774,0.999756,0.999756,"51,632,274,020"
22,"Oct 10, 2024",0.999069,1.000278,0.998509,0.999209,0.999209,"53,496,953,156"
23,"Oct 9, 2024",0.999424,1.000831,0.998797,0.999071,0.999071,"51,841,377,811"
24,"Oct 8, 2024",0.999838,1.000760,0.999100,0.999420,0.999420,"52,704,043,947"
25,"Oct 7, 2024",0.999796,1.001126,0.999446,0.999971,0.999971,"62,209,887,550"
26,"Oct 6, 2024",0.999988,1.001227,0.999526,0.999846,0.999846,"31,287,737,203"
27,"Oct 5, 2024",1.000149,1.000959,0.999612,0.999976,0.999976,"29,417,406,990"
28,"Oct 4, 2024",0.999930,1.001233,0.999494,1.000151,1.000151,"52,705,769,943"
